"","4.1468869350935533E-4"
"giftermål","2.5208696064797072E-5"
"heltäckande","9.618714170289716E-6"
"hybridaspar","1.0170456856922013E-5"
"oroligheter","1.0093261738463402E-5"
"validering","5.320954099931121E-5"
"qaraqosh","9.315497261243805E-6"
"formulera","1.1104695065073511E-5"
"lo:s","2.2682937894116047E-5"
"nedläggningen","1.9133629266799327E-5"
"inomhus","2.0537254579807772E-5"
"övningar","3.1855988313187724E-5"
"föreslagen","1.1341468947058023E-5"
"vrider","5.1065439489274766E-5"
"kronologiska","2.5450473378804846E-5"
"upprättad","1.4184397163120568E-5"
"slussen","1.6779649640915498E-5"
"stötta","4.468017895088086E-5"
"partivänner","4.0441982890984864E-5"
"kosta","1.9591708788840563E-5"
"bostadsbristen","3.091579939284307E-5"
"ku-diskussionen","1.4298787462823153E-5"
"-","0.003037959061648871"
"äldre","1.3518883851937167E-4"
"1","4.3242680059637595E-5"
"västmanland","3.9888124892900446E-5"
"2","2.5721801607624564E-5"
"3","1.8784681568806888E-5"
"4","5.0197302657665606E-5"
"strandskyddet","2.0937964824877913E-5"
"5","2.107710424628728E-5"
"arbetet","4.598032234337214E-4"
"6","1.920270374068669E-5"
"7","9.123754607496077E-6"
"8","1.930725566667954E-5"
"9","3.03073988057602E-5"
"kilometerskatt","1.840535964072738E-5"
"skattesystemet","6.8811758553301595E-6"
"samt","7.410206230811684E-5"
"moget","1.6118633139909736E-5"
"bankdirektören","1.377126515088743E-5"
"nyheten","1.5241114430287142E-5"
"lögn","2.5696371672319867E-5"
"glada","1.3231713771567693E-5"
"roll","2.913281726226878E-4"
"nyheter","2.3329600597237775E-5"
"döden","1.5284910736121302E-5"
"hann","1.1104695065073511E-5"
"hadzialic","1.3600453809812124E-4"
"hans","2.270455850965661E-4"
"sanningsvittne","3.660424890086968E-5"
"integrerad","1.0967317394165387E-5"
"opposition","9.092562284051646E-6"
"klingar","9.795854394420282E-6"
"137,5","9.28298243659723E-6"
"maskerade","9.77784730913642E-6"
"valfriheten","4.1172487941805536E-5"
"valberedningar","1.5068410584051594E-5"
"skolbibliotek","1.5925595617276085E-5"
