"","1.603764569807739E-4"
"grundskoleutredningens","1.1566042100393246E-5"
"heltäckande","2.1761828637733175E-5"
"don't","8.018474565398678E-6"
"formulera","2.7315560812199754E-5"
"förbättringen","1.8031973129367832E-5"
"samstämmiga","1.4438238016875968E-5"
"beskattar","1.3582896416831924E-5"
"fredsprocess","2.0925687224439146E-5"
"sonera","5.231349750141701E-5"
"nedläggningen","1.6297185368822953E-5"
"upptagare","1.0843164469118667E-5"
"utslaget","7.228776312745778E-6"
"vallhundar","1.467997651203758E-5"
"stötta","4.9630039412663235E-5"
"miljökonsekvensbeskrivningar","8.557833841098141E-6"
"hala","1.0151047588111093E-5"
"vänsterpartistiska","6.637902422834384E-6"
"journalistförbundet","2.8272547356516824E-5"
"supermiljöbilar","6.5022042472398145E-6"
"kosta","9.023153411654304E-6"
"bostadsbristen","1.4276790638935308E-4"
"bidragstagande","9.614090410906224E-6"
"studsade","6.743452108003129E-6"
"stabil","1.6664979507211067E-5"
"byggkostnaderna","1.4241768257946907E-5"
"investment","7.902264789088554E-6"
"logisk","1.2722646310432571E-5"
"marknadsanpassad","6.535605981386594E-6"
"-","0.001921350856182562"
"cdm","1.8207758559765098E-5"
"(mucf)","9.614090410906224E-6"
"äldre","1.0691404968526458E-4"
"kemikaliearbete","7.134194192765927E-6"
"arbeten","7.120884128973453E-6"
"rådsbeslut","6.146205947068874E-6"
"hyrde","1.122586439155815E-5"
"1","2.2624072731419485E-4"
"2","9.601398294109082E-5"
"3","4.7794246508538744E-5"
"biståndsmyndigheten","8.155542506687545E-6"
"strandskyddet","2.6241856703593393E-4"
"4","4.2524093437008986E-5"
"5","5.13470518380106E-5"
"arbetet","6.91078821990514E-4"
"6","1.711400449054523E-5"
"7","1.1654332498106172E-5"
"jämställdhetsrelaterade","5.523580163718916E-6"
"djungel","8.1035963760717E-6"
"förankrade","7.679665780945214E-6"
"bekämpningsmedel","1.8941905176822684E-5"
"skattesystemet","1.5043319127104515E-5"
"samt","4.1459396345423815E-4"
"förstatligande","5.3833482272634284E-6"
"finansierad","4.363409457332046E-5"
"glada","8.018474565398678E-6"
"roll","3.1095266988739976E-4"
"lärarresursernas","1.467997651203758E-5"
"nyheter","4.874619919882822E-5"
"verkningsfulla","3.874923675989167E-5"
"våtmarker","1.5116015418335727E-5"
"hann","2.759186044791047E-5"
"sidled","8.069331697948776E-6"
"hans","2.188359825579067E-4"
"sfären","7.935122438939234E-6"
"integrerad","6.939625260235947E-6"
"opposition","6.952265743405776E-6"
"flickans","8.538688798948033E-6"
"delgrupper","1.4188824881523312E-5"
"valberedningar","8.577064928381508E-6"
"kunskapsresultaten","1.584847666545407E-5"
"grundades","8.155542506687545E-6"
"regeringsuppdrag","1.4450109869957196E-5"
"sorters","6.603449642093029E-6"
"definierat","6.9904650057321815E-6"
"hand","2.698263506482127E-4"
"definierar","2.3707018149271635E-5"
"a","2.1757925584067732E-5"
"misslyckande","1.3345433192761437E-5"
"lades","5.963740458015267E-6"
"återvända","1.2722646310432571E-5"
"remissvaren","5.2564034616167056E-5"
"exakta","7.055071891182571E-6"
"i","0.02675957742545455"
"kommunnivå","9.023153411654304E-6"
"hamn","7.773510983971019E-6"
"1800-talet","7.228776312745778E-6"
"o","1.4623731391301803E-5"
"the","1.4268388385531855E-5"
"r","7.4839095943721E-6"
"motsäger","1.1500902574218725E-5"
"halv","2.7579912895333025E-5"
"finansierat","2.3292562745256986E-5"
"skäligt","9.811809493906866E-6"
"stickmyggan","6.116656880015659E-6"
"provoceras","1.688846855367155E-5"
"jätteviktig","1.8729102264841336E-5"
"verkan","1.1864840454006278E-5"
"larmrapporterna","1.2272649174050711E-5"
"finansierar","9.86251651971517E-6"
"datateknik","8.208158909956496E-6"
"finansieras","5.70102182227753E-5"
"verkar","1.0022685919436751E-4"
"information","1.0572249905305644E-4"
"kritik","6.178238288810567E-5"
"utnyttjas","3.7598311876500145E-5"
"integreras","1.4043209389455011E-5"
"fördes","6.7673650587407285E-6"
"november","2.5894269588262287E-5"
"utvecklingsinsatser","7.679665780945214E-6"
"rekreationsområdena","7.498612756640021E-6"
"kärnkraftsägarna","1.507126401813527E-5"
